,word,root,suffixes
4636,amalar,ama,lar
4637,amalarda,ama,lar da
4638,fakat,fakat,
4639,çünkü,çünkü,
4640,vay,vay,
4641,aferin,aferin,
4642,bravo,bravo,
4643,haydi,haydi,
4644,hadi,hadi,
4645,gelin,gel,in
4646,geliniz,gel,in iz
4647,ilkim,ilk,im
4648,ilklerim,ilk,ler im
4649,ilkimde,ilk,im de
4650,ilklerimde,ilk,ler im de
4651,iksin,ilk,sin
4652,iksiniz,ilk,siniz
4653,ilkler,ilk,ler
4654,ilklerde,ilk,ler de
4655,sonum,son,um
4656,sonlarım,son,lar ım
4657,sonumda,son,um da
4658,sonlarımda,son,lar ım da
4659,sonsun,son,sun
4660,sonsunuz,son,sunuz
4661,sonlar,son,lar
4662,sonlarda,son,lar da
4663,ortam,orta,m
4664,ortalarım,orta,lar ım
4665,ortamda,orta,m da
4666,ortalarımda,orta,lar ım da
4667,ortasın,orta,sın
4668,ortasınız,orta,sınız
4669,ortalar,orta,lar
4670,ortalarda,orta,lar da
4671,öncem,önce,m
4672,öncelerim,önce,ler im
4673,öncemde,önce,m de
4674,öncelerimde,önce,ler im de
4675,öncesin,önce,sin
4676,öncesiniz,önce,siniz
4677,önceler,önce,ler
4678,öncelerde,önce,ler de
4679,dünüm,dün,üm
4680,dünlerim,dün,ler im
4681,dünümde,dün,üm de
4682,dünlerimde,dün,ler im de
4683,dünsün,dün,sün
4684,dünsünüz,dün,sünüz
4685,dünler,dün,ler
4686,dünlerde,dün,ler de
4687,yarınım,yarın,ım
4688,yarınlarım,yarın,lar ım
4689,yarınımda,yarın,ım da
4690,yarınlarımda,yarın,lar ım da
4691,yarınsın,yarın,sın
4692,yarınsınız,yarın,sınız
4693,yarınlar,yarın,lar
4694,yarınlarda,yarın,lar da
4695,şimdim,şimdi,im
4696,şimdilerim,şimdi,ler im
4697,şimdimde,şimdi,im de
4698,şimdilerimde,şimdi,ler im de
4699,şimdisin,şimdi,sin
4700,şimdisiniz,şimdi,siniz
4701,şimdiler,şimdi,ler
4702,şimdilerde,şimdi,ler de
4703,bugünüm,bugün,üm
4704,bugünlerim,bugün,ler im
4705,bugünümde,bugün,üm de
4706,bugünlerimde,bugün,ler im de
4707,bugünsün,bugün,sün
4708,bugünsünüz,bugün,sünüz
4709,bugünler,bugün,ler
4710,bugünlerde,bugün,ler de
4711,ev,ev,
4712,kitap,kitap,
4713,kalem,kalem,
4714,masa,masa,
4715,sandalye,sandalye,
4716,araba,araba,
4717,bisiklet,bisiklet,
4718,telefon,telefon,
4719,bilgisayar,bilgisayar,
4720,televizyon,televizyon,
4721,radyo,radyo,
4722,müzik,müzik,
4723,resim,resim,
4724,film,film,
4725,oyun,oyun,
4726,çocuk,çocuk,
4727,öğrenci,öğrenci,
4728,öğretmen,öğretmen,
4729,doktor,doktor,
4730,mühendis,mühendis,
4731,avukat,avukat,
4732,hemşire,hemşire,
4733,anne,anne,
4734,baba,baba,
4735,kardeş,kardeş,
4736,amca,amca,
4737,teyze,teyze,
4738,dayı,dayı,
4739,hala,hala,
4740,dede,dede,
4741,nine,nine,
4742,okul,okul,
4743,hastane,hastane,
4744,market,market,
4745,restoran,restoran,
4746,cafe,cafe,
4747,sinema,sinema,
4748,tiyatro,tiyatro,
4749,park,park,
4750,bahçe,bahçe,
4751,orman,orman,
4752,deniz,deniz,
4753,göl,göl,
4754,nehir,nehir,
4755,dağ,dağ,
4756,tepe,tepe,
4757,vadi,vadi,
4758,şelale,şelale,
4759,mağara,mağara,
4760,ada,ada,
4761,yarımada,yarımada,
4762,koy,koy,
4763,körfez,körfez,
4764,boğaz,boğaz,
4765,kanal,kanal,
4766,köprü,köprü,
4767,tünel,tünel,
4768,yol,yol,
4769,cadde,cadde,
4770,sokak,sokak,
4771,meydan,meydan,
4772,kavşak,kavşak,
4773,istasyon,istasyon,
4774,terminal,terminal,
4775,garaj,garaj,
4776,otopark,otopark,
4777,benzinlik,benzinlik,
4778,servis,servis,
4779,durak,durak,
4780,istasyon,istasyon,
4781,liman,liman,
4782,havaalanı,havaalanı,
4783,helikopter,helikopter,
4784,uçak,uçak,
4785,gemi,gemi,
4786,tekne,tekne,
4787,kayık,kayık,
4788,yacht,yacht,
4789,feribot,feribot,
4790,vapur,vapur,
4791,tren,tren,
4792,metro,metro,
4793,tramvay,tramvay,
4794,otobüs,otobüs,
4795,minibüs,minibüs,
4796,dolmuş,dolmuş,
4797,taksi,taksi,
4798,motorsiklet,motorsiklet,
4799,skuter,skuter,
4800,kamyon,kamyon,
4801,kamyonet,kamyonet,
4802,tır,tır,
4803,traktör,traktör,
4804,buldozer,buldozer,
4805,ekskavatör,ekskavatör,
4806,vinç,vinç,
4807,kepçe,kepçe,
4808,kamyon,kamyon,
4809,ambulans,ambulans,
4810,itfaiye,itfaiye,
4811,polis,polis,
4812,jandarma,jandarma,
4813,asker,asker,
4814,subay,subay,
4815,astsubay,astsubay,
4816,er,er,
4817,çavuş,çavuş,
4818,onbaşı,onbaşı,
4819,teğmen,teğmen,
4820,üsteğmen,üsteğmen,
4821,yüzbaşı,yüzbaşı,
4822,binbaşı,binbaşı,
4823,albay,albay,
4824,tuğgeneral,tuğgeneral,
4825,tümgeneral,tümgeneral,
4826,korgeneral,korgeneral,
4827,orgeneral,orgeneral,
4828,mareşal,mareşal,
4829,amiral,amiral,
4830,koramiral,koramiral,
4831,oramiral,oramiral,
4832,büyükamiral,büyükamiral,
4833,hava,hava,
4834,kara,kara,
4835,deniz,deniz,
4836,kuvvet,kuvvet,
4837,komutan,komutan,
4838,komiser,komiser,
4839,memur,memur,
4840,müdür,müdür,
4841,müdür yardımcısı,müdür yardımcısı,
4842,genel müdür,genel müdür,
4843,başkan,başkan,
4844,başkan yardımcısı,başkan yardımcısı,
4845,genel başkan,genel başkan,
4846,bakan,bakan,
4847,başbakan,başbakan,
4848,cumhurbaşkanı,cumhurbaşkanı,
4849,milletvekili,milletvekili,
4850,senatör,senatör,
4851,vali,vali,
4852,kaymakam,kaymakam,
4853,belediye başkanı,belediye başkanı,
4854,muhtar,muhtar,
4855,imam,imam,
4856,müezzin,müezzin,
4857,hafız,hafız,
4858,vaiz,vaiz,
4859,müftü,müftü,
4860,din görevlisi,din görevlisi,
4861,papaz,papaz,
4862,rahip,rahip,
4863,keşiş,keşiş,
4864,haham,haham,
4865,imam,imam,
4866,şeyh,şeyh,
4867,derviş,derviş,
4868,sufi,sufi,
4869,mürşit,mürşit,
4870,halife,halife,
4871,sultan,sultan,
4872,padişah,padişah,
4873,şah,şah,
4874,kral,kral,
4875,kraliçe,kraliçe,
4876,prens,prens,
4877,prenses,prenses,
4878,dük,dük,
4879,düşes,düşes,
4880,kont,kont,
4881,kontes,kontes,
4882,baron,baron,
4883,barones,barones,
4884,şövalye,şövalye,
4885,asil,asil,
4886,soylu,soylu,
4887,aristokrat,aristokrat,
4888,burjuva,burjuva,
4889,proletarya,proletarya,
4890,köylü,köylü,
4891,çiftçi,çiftçi,
4892,çoban,çoban,
4893,çoban,çoban,
4894,sürü,sürü,
4895,koyun,koyun,
4896,keçi,keçi,
4897,inek,inek,
4898,boğa,boğa,
4899,öküz,öküz,
4900,dana,dana,
4901,buzağı,buzağı,
4902,at,at,
4903,eşek,eşek,
4904,katır,katır,
4905,deve,deve,
4906,fil,fil,
4907,zürafa,zürafa,
4908,aslan,aslan,
4909,kaplan,kaplan,
4910,leopar,leopar,
4911,çita,çita,
4912,jaguar,jaguar,
4913,puma,puma,
4914,vaşak,vaşak,
4915,kurt,kurt,
4916,tilki,tilki,
4917,çakal,çakal,
4918,sırtlan,sırtlan,
4919,ayı,ayı,
4920,panda,panda,
4921,koala,koala,
4922,kanguru,kanguru,
4923,zebra,zebra,
4924,antilop,antilop,
4925,geyik,geyik,
4926,ceylan,ceylan,
4927,gazel,gazel,
4928,impala,impala,
4929,gnu,gnu,
4930,bizon,bizon,
4931,manda,manda,
4932,gergedan,gergedan,
4933,su aygırı,su aygırı,
4934,tapir,tapir,
4935,pekarı,pekarı,
4936,domuz,domuz,
4937,yaban domuzu,yaban domuzu,
4938,tavşan,tavşan,
4939,tavşan,tavşan,
4940,sincap,sincap,
4941,kunduz,kunduz,
4942,fare,fare,
4943,sıçan,sıçan,
4944,git,git,
4945,al,al,
4946,ver,ver,
4947,bak,bak,
4948,bul,bul,
4949,koy,koy,
4950,çek,çek,
4951,yap,yap,
4952,yaz,yaz,
4953,oku,oku,
4954,sor,sor,
4955,çiz,çiz,
4956,kes,kes,
4957,pişir,pişir,
4958,iç,iç,
4959,ye,ye,
4960,düş,düş,
4961,kalk,kalk,
4962,otur,otur,
4963,kalk,kalk,
4964,koş,koş,
4965,yüz,yüz,
4966,yürü,yürü,
4967,sür,sür,
4968,bin,bin,
4969,in,in,
4970,çık,çık,
4971,gir,gir,
4972,çık,çık,
4973,kır,kır,
4974,dök,dök,
4975,kır,kır,
4976,dök,dök,
4977,kapat,kapat,
4978,aç,aç,
4979,kapat,kapat,
4980,aç,aç,
4981,gör,gör,
4982,duy,duy,
4983,anla,anla,
4984,bil,bil,
4985,tanı,tanı,
4986,sev,sev,
4987,seç,seç,
4988,beğen,beğen,
4989,dile,dile,
4990,iste,iste,
4991,bekle,bekle,
4992,özle,özle,
4993,kork,kork,
4994,utan,utan,
4995,gül,gül,
4996,ağla,ağla,
4997,bağır,bağır,
4998,sus,sus,
4999,dinle,dinle,
5000,izle,izle,
5001,oyna,oyna,
5002,gez,gez,
5003,dolaş,dolaş,
5004,ara,ara,
5005,bul,bul,
5006,kaybet,kaybet,
5007,unut,unut,
5008,hatırla,hatırla,
5009,sor,sor,
5010,cevapla,cevapla,
5011,söyle,söyle,
5012,konuş,konuş,
5013,bağla,bağla,
5014,çöz,çöz,
5015,diz,diz,
5016,topla,topla,
5017,dağıt,dağıt,
5018,koy,koy,
5019,al,al,
5020,ver,ver,
5021,sat,sat,
5022,al,al,
5023,ödünç al,ödünç al,
5024,ödünç ver,ödünç ver,
5025,kirala,kirala,
5026,ödeme,ödeme,
5027,öde,öde,
5028,kazan,kazan,
5029,kaybet,kaybet,
5030,başla,başla,
5031,bitir,bitir,
5032,devam et,devam et,
5033,durdur,durdur,
5034,tamamla,tamamla,
5035,tekrar et,tekrar et,
5036,dön,dön,
5037,çevirmek,çevir,
5038,kapat,kapat,
5039,aç,aç,
5040,yak,yak,
5041,söndür,söndür,
5042,ısıt,ısıt,
5043,soğut,soğut,
5044,pişir,pişir,
5045,kızart,kızart,
5046,haşla,haşla,
5047,kaynat,kaynat,
5048,dondur,dondur,
5049,erit,erit,
5050,karıştır,karıştır,
5051,çırp,çırp,
5052,doğra,doğra,
5053,ez,ez,
5054,dilimle,dilimle,
5055,soy,soy,
5056,kabuğunu çıkar,kabuğunu çıkar,
5057,temizle,temizle,
5058,yıka,yıka,
5059,kurula,kurula,
5060,sil,sil,
5061,parlat,parlat,
5062,boya,boya,
5063,süsle,süsle,
5064,tak,tak,
5065,çıkar,çıkar,
5066,giy,giy,
5067,soyun,soyun,
5068,bağla,bağla,
5069,çöz,çöz,
5070,dola,dola,
5071,sık,sık,
5072,gevşet,gevşet,
5073,kır,kır,
5074,yap,yap,
5075,boz,boz,
5076,tamir et,tamir et,
5077,onarmak,onar,
5078,düzelt,düzelt,
5079,kur,kur,
5080,yık,yık,
5081,inşa et,inşa et,
5082,boya,boya,
5083,süsle,süsle,
5084,tak,tak,
5085,çıkar,çıkar,
5086,giy,giy,
5087,soyun,soyun,
5088,bağla,bağla,
5089,çöz,çöz,
5090,dola,dola,
5091,sık,sık,
5092,gevşet,gevşet,
5093,kır,kır,
5094,yap,yap,
5095,boz,boz,
5096,tamir et,tamir et,
5097,onar,onar,
5098,düzelt,düzelt,
5099,kur,kur,
5100,yık,yık,
5101,inşa et,inşa et,
5102,kal,kal,
5103,başla,başla,
5104,bit,bit,
5105,dön,dön,
5106,gör,gör,
5107,bul,bul,
5108,koy,koy,
5109,al,al,
5110,ver,ver,
5111,çek,çek,
5112,bırak,bırak,
5113,tut,tut,
5114,kır,kır,
5115,dök,dök,
5116,kapat,kapat,
5117,aç,aç,
5118,kazan,kazan,
5119,kaybet,kaybet,
5120,unut,unut,
5121,hatırla,hatırla,
5122,bekle,bekle,
5123,özle,özle,
5124,kork,kork,
5125,utan,utan,
5126,gül,gül,
5127,ağla,ağla,
5128,bağır,bağır,
5129,sus,sus,
5130,dinle,dinle,
5131,izle,izle,
5132,oyna,oyna,
5133,gez,gez,
5134,dolaş,dolaş,
5135,ara,ara,
5136,kay,kay,
5137,yıka,yıka,
5138,temizle,temizle,
5139,sil,sil,
5140,boya,boya,
5141,süsle,süsle,
5142,tak,tak,
5143,çıkar,çıkar,
5144,giy,giy,
5145,soyun,soyun,
5146,bağla,bağla,
5147,çöz,çöz,
5148,dola,dola,
5149,sık,sık,
5150,gevşet,gevşet,
5151,boz,boz,
5152,tamir et,tamir et,
5153,onar,onar,
5154,düzelt,düzelt,
5155,kur,kur,
5156,yık,yık,
5157,inşa et,inşa et,
5158,sür,sür,
5159,bin,bin,
5160,in,in,
5161,çık,çık,
5162,gir,gir,
5163,diz,diz,
5164,topla,topla,
5165,dağıt,dağıt,
5166,sat,sat,
5167,ödünç al,ödünç al,
5168,ödünç ver,ödünç ver,
5169,kirala,kirala,
5170,öde,öde,
5171,dile,dile,
5172,iste,iste,
5173,seç,seç,
5174,beğen,beğen,
5175,anla,anla,
5176,bil,bil,
5177,tanı,tanı,
5178,sev,sev,
5179,kır,kır,
5180,dök,dök,
5181,yak,yak,
5182,söndür,söndür,
5183,ısıt,ısıt,
5184,soğut,soğut,
5185,pişir,pişir,
5186,kızart,kızart,
5187,haşla,haşla,
5188,kaynat,kaynat,
5189,dondur,dondur,
5190,erit,erit,
5191,karıştır,karıştır,
5192,çırp,çırp,
5193,doğra,doğra,
5194,ez,ez,
5195,dilimle,dilimle,
5196,soy,soy,
5197,temizle,temizle,
5198,kurula,kurula,
5199,parlat,parlat,
5200,süsle,süsle,
5201,tak,tak,
5202,çıkar,çıkar,
5203,giy,giy,
5204,soyun,soyun,
5205,bağla,bağla,
5206,çöz,çöz,
5207,dola,dola,
5208,sık,sık,
5209,gevşet,gevşet,
5210,boz,boz,
5211,tamir et,tamir et,
5212,onar,onar,
5213,düzelt,düzelt,
5214,kur,kur,
5215,yık,yık,
5216,inşa et,inşa et,
5217,sür,sür,
5218,bin,bin,
5219,in,in,
5220,çık,çık,
5221,gir,gir,
5222,diz,diz,
5223,topla,topla,
5224,dağıt,dağıt,
5225,sat,sat,
5226,ödünç al,ödünç al,
5227,ödünç ver,ödünç ver,
5228,kirala,kirala,
5229,öde,öde,
5230,dile,dile,
5231,iste,iste,
5232,seç,seç,
5233,beğen,beğen,
5234,anla,anla,
5235,bil,bil,
5236,tanı,tanı,
5237,sev,sev,
5238,kır,kır,
5239,dök,dök,
5240,yak,yak,
5241,söndür,söndür,
5242,ısıt,ısıt,
5243,soğut,soğut,
5244,pişir,pişir,
5245,kızart,kızart,
5246,haşla,haşla,
5247,kaynat,kaynat,
5248,dondur,dondur,
5249,erit,erit,
5250,karıştır,karıştır,
5251,çırp,çırp,
5252,doğra,doğra,
5253,ez,ez,
5254,dilimle,dilimle,
5255,soy,soy,
5256,temizle,temizle,
5257,kurula,kurula,
5258,parlat,parlat,
5259,süsle,süsle,
5260,tak,tak,
5261,çıkar,çıkar,
5262,giy,giy,
5263,soyun,soyun,
5264,bağla,bağla,
5265,çöz,çöz,
5266,dola,dola,
5267,sık,sık,
5268,gevşet,gevşet,
5269,boz,boz,
5270,tamir et,tamir et,
5271,onar,onar,
5272,düzelt,düzelt,
5273,kur,kur,
5274,yık,yık,
5275,inşa et,inşa et,
